year,site_name,site_type,forest_cover_2000,loss_year,cumulative_loss_by_year,ndvi_mean,nighttime_lights_mean,likely_land_cover
2000,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.6542471331089814,,vegetation
2001,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5869347490246822,,vegetation
2002,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.6123450491335627,,vegetation
2003,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.586587683951293,,vegetation
2004,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5976927126816429,,vegetation
2005,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5745577617748262,,vegetation
2006,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5981987931504722,,vegetation
2007,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5767858175036338,,vegetation
2008,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5854133036369835,,vegetation
2009,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5757198295764686,,vegetation
2010,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5795344087607277,,vegetation
2011,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5853627567859864,,vegetation
2012,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5695008178456639,0.0,vegetation
2013,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.590312151046484,0.0,vegetation
2014,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.580566875036306,2.1295498146706775,vegetation
2015,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5298135136342143,2.1006576343465095,vegetation
2016,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5057277110459703,2.092607037693601,vegetation
2017,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5254366838572823,1.8257917011907268,vegetation
2018,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5543908830209906,2.085580638294097,vegetation
2019,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5330024511646237,2.0896978906594224,vegetation
2020,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5553584195656006,2.0591013800350044,vegetation
2021,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5537280998586883,1.9746725002837604,vegetation
2022,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5630550764465908,,vegetation
2023,farm_site_1,farm,37.31477578774502,10.000000000000005,123809,0.5370349946261591,,vegetation
